Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Children,CustomerFor,AmountSpent,2n Cycle,Basic,Graduation,Master,PhD,Couple
0.28710487203262114,0.3103532298781332,0.3510299199643592,1.4268645234966733,2.5036072930263864,-0.5558142897331285,0.6921805210053109,1.0183520211277435,-1.26459791939004,1.5277207984034584,1.6762453653333698,0.0,0.0,1.0,0.0,0.0,0
-0.26088202881552336,-0.380813489971281,-0.16870112619438432,-1.1264199191038688,-0.5713395876923071,-1.1711602401283638,-0.13254520614995302,1.2747852170524467,1.4045724982538232,-1.1890113373255555,-0.9632969592083475,0.0,0.0,1.0,0.0,0.0,0
0.9131964006852196,-0.7955135218809295,-0.6884321723531278,1.4268645234966733,-0.22967882316800778,1.2902235614525774,-0.544908069727585,0.3345301653285348,-1.26459791939004,-0.20604825548905772,0.2801100854971533,0.0,0.0,1.0,0.0,0.0,1
-1.1761140088822308,-0.7955135218809295,-0.16870112619438432,-0.7616649987323628,-0.9130003522166064,-0.5558142897331285,0.27981765742767895,-1.289546742194586,0.0699872894318915,-1.0605840000001838,-0.9201346318887974,0.0,0.0,1.0,0.0,0.0,1
0.2943066669818718,1.5544533256070787,1.3904920122818463,0.3325997623821552,0.11198194135629151,0.05953166066210678,-0.13254520614995302,-1.0331135462698828,0.0699872894318915,-0.9519147145710234,-0.3075616018536441,0.0,0.0,0.0,0.0,1.0,1
0.49038134237437386,-1.1410968818056366,-0.16870112619438432,0.6973546827536612,0.4536427058805908,1.2902235614525774,0.27981765742767895,0.1635747013787326,0.0699872894318915,-0.29989900199606,0.18050471475973004,0.0,0.0,0.0,1.0,0.0,1
0.17080749940052806,-0.5190468339411638,0.8707609661231027,1.0621096031251671,0.11198194135629151,0.36720463585972446,0.27981765742767895,-0.1783362265208718,0.0699872894318915,1.1819548902197659,-0.02866656378885888,0.0,0.0,1.0,0.0,0.0,0
-0.8597925894338532,-0.5881635059261052,-0.16870112619438432,-0.03215515798935081,-0.9130003522166064,-0.5558142897331285,1.1045433845829429,-1.375024474169487,0.0699872894318915,0.3126006067864813,-0.7275642484631123,0.0,0.0,0.0,0.0,1.0,1
-1.0039678779985295,-1.0374218738282246,-0.6884321723531278,-0.39691007836085684,-0.9130003522166064,-1.1711602401283638,1.5169062481605748,-0.4347694224455751,0.0699872894318915,0.16935473053895148,-0.9317552584748301,0.0,0.0,0.0,0.0,1.0,1
-2.151748140136202,0.6559365898028403,-0.6884321723531278,-1.1264199191038688,-0.9130003522166064,-1.7865061905235993,6.0528977475145265,1.6166961449520512,1.4045724982538232,-1.2137089021958192,-0.9267749899379589,0.0,0.0,0.0,0.0,1.0,1
